ARI,Isolated_Labels_ASW,NMI,cLISI_Graph,Silhouette,Dataset,method
0.705482187276819,0.5439874099832818,0.6756837827527895,0.9681412135286712,0.5316092270249395,Dataset24,TotalVI
0.6957144709741349,0.558768029338439,0.6659690059375254,0.971705027282694,0.5332564505343973,Dataset24,scArches
0.6632215833858169,0.5713984513023577,0.6595106293464852,0.9817897821886088,0.559389585800931,Dataset24,Multigrate
0.6856822254985573,0.5218462981684494,0.6531402773039618,0.9507093875748016,0.520254928917137,Dataset24,SCOIT
0.6887000559504072,0.5354416510091394,0.6784132082452792,0.971939586041938,0.5282106691472254,Dataset24,MOJITOO
0.6736121629870709,0.5181145549319555,0.6484898356642174,0.9605186858406264,0.5172003960245433,Dataset24,DeepMaps
0.6570047537176125,0.5322656521664043,0.6435435027985623,0.9662783264401488,0.5400631527586581,Dataset24,scVAEIT
0.6153222412229715,0.5685894763862182,0.6290975455108823,0.9820748512443226,0.5830105617642403,Dataset24,Seurat
0.6549968333619731,0.4875364330613853,0.6326941257295623,0.9626217786153565,0.5314512625336647,Dataset24,CiteFuse
